Gene1,Gene2,Resource
3431,3827,literature;signaling
85,4325,binary;literature;signaling
2769,4166,regulatory
2225,2398,literature;signaling
4403,4864,literature
3787,4736,complexes
1404,4325,literature;signaling
4293,5049,literature
3445,4102,kinase
1058,4137,literature;signaling
1404,3738,literature;signaling
777,1064,literature
252,3746,complexes;literature
894,2223,literature
4526,4540,literature
2101,2670,literature;signaling
2690,4716,literature
866,1895,literature
2022,5439,literature;signaling
2130,2152,binary;literature;signaling
795,4455,literature
1305,5034,literature
329,4151,complexes
2692,3626,literature;signaling
4254,4864,binary;literature;signaling
4885,4885,literature
2027,2453,literature;signaling
215,215,literature
3000,3434,literature
492,2645,complexes
1666,3365,literature;signaling
1026,1229,literature;signaling
2101,2218,literature;signaling
2025,3533,literature
719,1022,metabolic
868,3572,literature
3794,3850,literature
256,2972,literature
2690,3395,kinase
576,4365,binary;literature
2717,2817,binary;literature
2865,3150,complexes
1818,3431,literature;signaling;kinase
681,1802,literature;signaling
3858,5059,literature;signaling
94,2697,complexes
839,1947,literature
1428,3207,metabolic
972,2719,literature
2019,4106,metabolic
4066,4911,literature
3746,3801,literature
1780,4809,binary;literature
1571,3788,complexes;literature
1900,1966,metabolic
367,3652,binary;literature
330,2937,metabolic
4217,5340,complexes;literature;signaling
1014,1014,literature
1450,3397,literature;signaling;kinase
746,2304,binary
2025,5492,complexes
1342,4554,complexes
1780,5345,literature
3453,5519,literature;kinase
3028,5399,literature
219,2830,literature;signaling
681,2898,literature
1077,1454,metabolic
3929,4977,complexes
1854,2934,metabolic
2353,3572,literature;signaling
3755,5388,literature
647,3003,literature;signaling;kinase
1900,2488,literature
1726,3365,literature;kinase
842,3576,literature
3746,4803,complexes
1737,4242,literature;signaling
1146,2793,metabolic
3395,5408,literature
4864,5097,literature;signaling
230,4789,literature;signaling
873,1069,metabolic
1501,4120,complexes
1239,1780,binary;literature
1947,3541,literature
2687,5320,literature
1692,1780,binary;literature
4780,5447,literature;signaling
2427,5497,binary;literature;signaling
2140,2140,binary;literature
2222,5442,literature;signaling
3785,4110,literature
568,5074,literature;signaling
3022,5253,literature
583,4082,complexes
59,4793,literature
1368,1584,binary;literature;signaling
508,1896,literature;signaling
1810,3409,literature;signaling
719,2649,metabolic
1516,3807,binary;literature
2663,2669,complexes
4194,5483,literature;signaling
681,4936,binary;literature
1501,4078,complexes;literature
977,1661,binary;literature
3543,5253,complexes
1251,5245,complexes;literature
213,4885,literature;signaling
1707,4448,literature
1214,4363,literature
144,3681,literature
2170,4803,complexes;literature
238,1586,metabolic
1522,2600,literature
2048,3210,literature;signaling
1061,3425,metabolic
1248,5418,literature
4282,4365,literature
12,42,signaling
3397,4238,literature;signaling
1690,4388,literature;signaling
2027,3380,complexes
1552,2386,literature;signaling
583,5339,literature;signaling
3593,5425,binary
3794,3809,complexes
1732,3283,literature
2478,3694,literature;signaling
2092,2219,literature;signaling
2865,4077,literature
3956,4250,binary;literature;signaling
1404,4990,binary;literature
4161,4165,literature;signaling
2692,5399,binary;literature
460,460,literature;kinase
2194,5502,complexes;literature
681,5475,literature;signaling
123,4343,literature
181,3262,literature
1745,4325,literature
457,2868,literature
2488,4810,literature
2178,2600,literature
2624,5025,literature
4124,5442,binary
373,2032,complexes
1975,3942,literature
1326,1833,literature
198,1313,literature
160,2719,complexes;literature
3746,4077,complexes;literature;signaling
1762,4374,literature;signaling
661,4145,complexes;literature
933,4725,literature;signaling;kinase
2120,2423,literature
1017,5447,literature;signaling
268,268,literature
2111,2398,complexes;literature;signaling
85,122,signaling
935,3132,binary;literature;signaling
3981,4027,literature
1036,3191,literature;signaling
326,4831,literature
4665,5519,literature;signaling;kinase
1182,2939,complexes
438,438,binary
65,3705,literature;signaling;kinase
3746,3746,binary;literature
1997,2035,literature;signaling
1059,3362,literature
3028,4298,binary;literature;signaling
2796,4037,literature
2071,2171,literature;signaling
4994,5161,literature
1279,5547,literature
2032,4847,signaling
842,2737,literature;signaling
8,8,literature
1289,2622,literature;signaling
1833,2163,literature;signaling;kinase
2426,5419,literature;signaling
977,5252,literature
933,3419,literature;signaling
2671,2746,literature
1684,2546,signaling
1435,1445,literature
3805,3812,complexes
2200,3572,literature;signaling
2461,2600,complexes;literature;signaling;binary
389,1817,literature
1057,1126,literature
2478,4414,literature;signaling
3239,4866,literature
4325,5514,literature
3950,4726,complexes;literature
1844,1891,complexes;literature;signaling
189,1685,complexes
69,645,literature;signaling;kinase
799,4101,literature
2176,3631,binary;literature;signaling
497,4990,literature
1757,1897,literature
65,3292,literature
1529,3543,complexes
2125,2797,literature
646,5562,kinase
3004,4825,literature
3523,5059,signaling
4106,4243,metabolic
2636,4149,literature
4526,5499,literature
152,4929,binary
123,180,binary;literature
4344,5086,binary;literature;signaling
329,2474,binary;literature
3793,4915,literature
3668,3746,binary;literature
1112,2355,metabolic
1036,3698,literature
60,4703,kinase
1205,1903,binary;literature
1701,2600,literature
1906,1911,binary
454,688,literature
2692,4414,literature;signaling
3793,3814,complexes
795,5344,complexes
1029,1317,literature
1916,5523,kinase
373,1685,complexes
4465,4996,literature
2670,3861,binary;literature;signaling
404,2934,metabolic
2796,5201,literature;signaling
1313,2028,literature
2478,3921,literature
198,3784,complexes
154,3787,literature
3025,3979,binary
326,4559,literature
3319,3422,literature
1854,2940,metabolic
47,2120,literature
1947,5117,literature
4030,4830,literature
2115,2188,regulatory
1780,2128,binary;literature
892,4405,literature
1864,5112,metabolic
2919,4674,binary
157,3533,regulatory
3172,4746,complexes
799,3002,complexes
556,4106,metabolic
2045,4256,regulatory
2426,2482,literature;signaling
1172,4800,metabolic
1088,1126,metabolic
2063,2835,metabolic
237,4673,literature;signaling
3021,4494,literature;signaling
933,3630,binary;literature
42,4015,complexes
5077,5197,literature
1703,3196,signaling
480,1913,binary
1977,2308,literature;signaling
1814,2032,literature
1015,5555,complexes;literature
583,3395,kinase
393,2852,literature
957,2530,literature
5153,5154,signaling
4142,4344,literature;signaling
3447,4052,literature
1871,4674,binary
2648,2653,complexes
259,5136,signaling
2855,3639,literature;signaling
3381,3694,signaling
2432,4248,binary;literature;signaling
2483,2647,signaling
977,2013,literature
4443,5445,literature;signaling
984,4383,literature
1692,4491,literature
729,754,metabolic
2165,2165,binary
4325,5384,literature;signaling
3320,4792,literature
2028,5086,literature
645,2002,kinase
3447,4797,literature
298,5041,metabolic
799,2691,literature
3883,4188,literature
3861,4405,literature
3210,3462,literature;signaling
1685,5546,complexes
2243,4716,literature
2719,4548,complexes;literature
4314,4316,literature
1441,1441,literature
3389,4026,complexes
2187,5208,literature;signaling
3734,3962,literature;signaling
977,2525,literature
2706,4439,complexes
1177,1177,binary;literature
2802,4087,complexes;literature
137,4405,literature
2525,3811,literature
480,2168,binary
2503,3365,literature;signaling
5262,5285,literature;signaling
2029,2600,literature
2803,4455,kinase
3153,4098,complexes
1976,5117,literature
3153,4406,literature
780,2701,metabolic
2120,4673,literature
1881,2506,binary;literature;signaling
4731,4806,complexes;literature
4261,4261,literature
3621,3785,literature;signaling
2456,2470,literature
1979,3071,literature
144,5287,complexes;literature
1444,3395,kinase
1298,2191,complexes
2427,5520,binary;literature;signaling
3784,3813,complexes
1644,2657,metabolic
4309,4403,literature
2048,4225,regulatory
4405,4406,literature
272,4086,binary;literature;signaling
4237,4911,literature
739,4120,regulatory
1920,4163,literature;signaling
2305,5049,binary
1478,2978,complexes
1915,2490,complexes;literature
451,451,binary
3140,4093,literature
2649,2661,complexes
845,845,literature
4454,4454,literature
4228,5311,regulatory
362,1774,kinase
214,2829,metabolic
912,1899,metabolic
631,3702,literature;signaling
1123,1129,literature;signaling
4453,5131,literature
1704,3098,literature
333,1171,literature
1977,3804,literature
2222,2336,literature
1838,2489,literature
2179,3657,literature;signaling
3727,3772,literature;signaling;kinase
1239,4453,literature;signaling
1636,2596,literature;signaling
4120,4592,regulatory
1318,3290,binary;literature
1000,5039,binary
2025,2580,literature
2213,4354,complexes;literature
2015,4120,regulatory
1068,3611,complexes;literature
2366,2367,literature
70,2719,kinase
3653,5109,binary;literature
292,3178,complexes;literature;signaling
946,5025,literature;signaling;kinase
1916,3714,literature;signaling
926,4915,literature
42,2611,complexes
2602,4205,literature
2478,3060,binary;literature;kinase
4278,4278,literature
658,658,literature
2402,4818,literature;signaling
2513,4258,literature;signaling
866,2312,metabolic
65,5180,binary;literature;signaling;complexes
1109,1126,metabolic
1979,3435,kinase
1205,5447,binary;literature
2025,3938,literature;signaling
8,684,literature;signaling
480,2294,binary
843,2590,metabolic
2423,5559,literature
439,4290,signaling
2709,3188,complexes
977,2691,literature
5269,5493,literature;signaling
1015,2100,regulatory
3062,3062,literature;kinase
3547,3547,binary;literature
2425,2796,literature;signaling
5037,5447,literature;signaling
1622,2802,literature
3752,5051,literature;signaling
741,2432,binary;literature
88,5261,kinase
1972,5384,literature
3792,4965,literature
3809,4446,signaling
3801,4091,literature
3178,4795,kinase
3730,5131,literature;signaling
286,1880,literature
1127,3063,literature;signaling
842,2416,literature;signaling
3787,3814,complexes
3806,4346,complexes
1088,2357,metabolic
3452,4037,literature
3365,4542,literature;kinase
3063,5059,complexes;literature;signaling
2176,3962,binary;literature;signaling;kinase
393,2182,kinase
2675,3316,binary;literature
5296,5533,binary
3377,3472,literature
2434,4019,literature;signaling
1043,4225,regulatory
878,5053,literature
3931,5503,complexes
2428,4780,complexes
1722,4826,literature;signaling
90,2027,binary;literature;signaling
1116,1781,signaling
2299,2478,literature
4281,5447,literature;signaling
1147,2425,binary;literature
830,830,literature
125,5129,literature
239,2953,metabolic
2173,2525,literature
3085,4126,literature;signaling
252,3515,literature
2353,3805,literature
1218,3698,literature
220,4771,kinase
518,1990,regulatory
2432,3934,binary;literature;signaling
70,3845,binary;literature;signaling
382,3697,literature;signaling
2684,3435,kinase
1797,3365,kinase
1014,1214,kinase
522,2527,literature;signaling
3453,5268,signaling
873,5055,metabolic
2451,3825,signaling
373,5519,kinase
49,3018,literature
1140,2919,binary
977,2353,literature
12,4258,literature
3818,4230,complexes
1053,1133,literature
4087,4443,signaling
1034,1106,binary
3635,4350,literature;signaling
2008,3694,literature
1712,4367,literature;signaling
1194,3790,literature
1900,2154,metabolic
756,2200,literature;signaling
961,1252,literature
1780,2858,literature
1842,5025,literature
191,2220,literature;signaling
61,5237,binary
3735,4822,literature;signaling
3787,5207,literature
1228,1780,literature
1404,4145,complexes;literature;signaling;binary
1369,2182,literature
4465,5218,literature;signaling
1148,3664,literature
1833,3987,kinase
3437,4432,metabolic
1717,3715,literature
3395,5556,kinase
2428,4082,complexes
852,4669,metabolic
1114,2187,literature;signaling
4087,5314,complexes
1965,3365,literature
1947,5256,literature
1239,1829,literature;signaling
4556,4556,literature
1568,2738,literature
3365,5408,complexes
1326,4776,literature
480,5478,binary
1225,1225,literature
2650,4432,metabolic
792,4655,binary
4310,5236,literature
2840,3799,complexes
981,2433,literature;signaling
1090,2416,literature;signaling;kinase
789,1902,metabolic
70,85,binary;literature;signaling;kinase
984,5376,literature;signaling
3979,5350,binary
1881,1888,binary;literature;signaling
2656,3184,complexes
3319,3654,literature
874,4325,literature
1288,3792,literature
842,5126,literature;signaling
5194,5260,binary
1774,4221,literature;signaling
2257,4493,literature;signaling
2621,3746,literature
94,4806,literature
1596,1596,literature
1350,4447,signaling
1644,2646,metabolic
1043,1044,literature
3824,5051,literature;signaling
4946,5059,literature;signaling
3118,4171,literature;signaling
470,3872,literature;signaling
4454,5107,literature
2663,4433,metabolic
1685,5253,complexes
4269,5362,literature;signaling
373,1478,complexes
847,1622,literature
1215,4437,literature
2739,3575,literature;signaling
741,2427,binary;literature
1403,2461,literature
3435,3944,literature;kinase
681,4270,literature;signaling
3491,4699,metabolic
4564,5086,literature
1974,1981,complexes
1505,4030,literature;signaling
1036,4290,signaling
1552,3699,literature
1895,2637,complexes
1410,3153,literature;signaling
1590,3799,complexes
60,947,kinase
2385,4303,literature;signaling
1326,3040,literature
2079,2298,literature;signaling
1972,4780,signaling
12,2287,signaling
2691,5344,literature
3430,3618,binary
3373,4822,binary
1705,1705,binary;literature
1723,2222,literature
890,890,literature
137,2026,literature;signaling
1014,4454,kinase
133,926,literature
3299,3531,binary
934,4325,literature;signaling
590,2859,binary
2432,5150,binary;literature;signaling
3059,4988,literature;signaling
2596,3426,literature
454,454,literature
933,2225,literature;signaling
966,2494,literature;signaling
799,3931,complexes
1001,1113,binary;literature
1378,2159,literature
769,3701,complexes
3614,5559,binary;literature
3962,5056,literature;signaling
1082,3025,metabolic
505,2530,literature;signaling
2379,3366,kinase
2028,5207,literature
1354,1487,metabolic
479,1077,metabolic
3102,3486,literature
3657,3702,literature
2961,3730,binary;literature
246,647,literature;signaling;kinase
4224,4224,literature
2633,5105,literature
2670,3864,literature;signaling
692,4073,literature;signaling
4142,4460,kinase
598,3980,literature
948,4073,literature;signaling
1335,2002,literature
2358,5403,literature
1972,2427,literature;signaling
281,3845,binary;literature;signaling
1833,4995,literature
2617,5289,literature
373,3816,complexes
4192,4399,literature;signaling;kinase
2128,3636,literature;signaling
1810,2572,literature
2428,4005,complexes;literature;signaling;binary
4449,4449,literature
2986,2987,metabolic
2428,2555,literature
583,2182,literature;signaling
13,2510,binary
2331,3727,literature;signaling
647,915,literature;signaling;kinase
1545,2844,metabolic
1015,3803,kinase
189,2549,literature
3081,3445,kinase
3305,5538,literature;signaling
2035,3407,kinase
2219,3434,kinase
834,834,literature
69,5451,literature
4775,5323,complexes
2200,3423,kinase
3630,4465,binary;literature
2859,2861,binary
1053,5238,binary;literature;signaling
89,2473,literature;signaling
1015,3708,literature;signaling
166,3845,literature
3708,4217,literature;signaling
1037,1038,literature;signaling
2423,3746,literature
1966,2781,metabolic
1192,3063,binary;literature
562,2719,binary
2347,3801,complexes;literature
1171,2947,binary;literature
2610,4346,complexes
2187,3064,literature;signaling
4049,4391,literature
4495,4587,complexes
4871,5343,binary
2222,3784,literature
2627,5495,literature;signaling
4623,5238,binary;literature;signaling
5218,5544,literature
2112,3752,regulatory
1780,5145,binary;literature;signaling
2058,2204,binary;literature
2338,2343,literature
1318,1940,binary;literature
1435,3407,literature;signaling
1575,1575,binary;literature
2188,4150,literature;signaling
3785,3962,literature;signaling
2492,4767,binary
1919,2680,literature
1239,2002,literature
3,3681,kinase
675,4165,literature;signaling
125,1148,literature
2628,4771,literature;signaling
1810,3181,literature;signaling
364,5491,literature;signaling
2632,3730,binary;literature
1478,3815,complexes
620,1780,binary;literature
4152,5096,literature
2187,3962,literature;signaling
2515,4142,binary;literature
1482,2161,literature
1057,1057,binary;literature
1810,3445,kinase
3198,3435,kinase
2591,2865,literature;signaling
1840,3423,complexes
1000,4933,literature
4077,5211,complexes
3515,3791,literature
2286,2758,literature;signaling
3809,3809,literature
1598,4447,literature;signaling
1549,3903,regulatory
2690,2693,literature;signaling
982,4120,literature
2176,5031,literature;signaling
2536,4582,metabolic
2165,3096,metabolic
4265,4265,literature
109,1140,literature;signaling
1319,5508,literature
3439,5033,literature;signaling
1622,4965,literature
1563,4325,literature
502,526,literature;signaling
3453,4296,literature
513,781,literature;signaling
2478,4365,literature;signaling
924,1226,literature
4310,5314,literature
1830,3806,complexes
3290,3839,binary;literature
198,2697,complexes
457,564,literature
907,3647,literature;signaling
2028,3810,literature
789,4182,metabolic
4100,4890,complexes
3366,3828,literature;kinase
3668,4741,signaling
4152,4309,literature
3899,5244,kinase
865,4640,metabolic
2213,2307,complexes;literature;signaling
373,795,complexes
298,2934,metabolic
60,1149,literature
2390,4227,literature;signaling
583,4165,literature
2353,3956,literature;signaling
556,4185,metabolic
1581,4223,binary
385,3799,complexes
1995,2430,literature;signaling
1445,2038,literature;signaling
86,4790,complexes
4596,5526,literature
194,4405,literature
4243,4945,metabolic
1852,2937,metabolic
47,495,literature
2426,2711,literature;signaling
1571,2768,literature
1891,5059,complexes;literature;signaling;binary
1291,1291,literature
1298,4250,literature
1326,3804,literature
3366,4481,kinase
97,5546,complexes
1245,3063,binary;literature
926,3218,literature
2002,2299,literature
977,1780,literature
681,3419,kinase
1939,4325,literature;signaling
282,4404,literature
2740,4404,literature;signaling
439,3407,kinase
332,2638,literature;signaling
1592,3040,literature
1042,4259,complexes
5014,5559,literature;signaling
1006,3289,binary;literature
2719,3808,complexes
2859,3646,literature;signaling
3755,5447,literature;signaling
1840,2638,complexes;literature
2416,3803,literature
310,5519,kinase
3262,4994,literature
2176,3572,literature;signaling
1445,3397,literature;signaling;kinase
2793,5398,metabolic
3725,4099,binary;literature;signaling
439,2679,literature
3802,4052,kinase
1780,5508,binary;literature
2426,2671,literature
359,3566,metabolic
2187,3407,literature;signaling;kinase
583,5051,complexes;literature;signaling
1736,4915,literature
797,4403,literature
2665,2850,complexes
1192,3935,complexes
840,1787,literature
808,3365,kinase
1470,5337,binary
3707,4310,literature;signaling
1621,4120,regulatory
883,1239,literature;signaling
2140,3395,kinase
1881,4831,binary;literature;signaling
1140,4414,binary
52,3255,complexes
3929,3931,complexes
1009,3793,literature
3088,3146,signaling
782,906,literature
158,1833,kinase
3278,4736,complexes
1014,1401,literature;signaling
2771,5538,complexes;literature;binary
1810,3198,literature
2470,2858,literature
1404,4961,binary;literature
12,1264,literature
719,2660,metabolic
903,903,literature
794,2470,literature
2918,4343,binary
393,583,complexes;literature;signaling;kinase
1928,3292,literature
7,684,literature;signaling
4207,4208,literature;signaling
1048,2532,literature
3721,4282,literature;signaling
1468,5559,literature
3598,4325,literature
1732,5538,literature
269,1745,complexes
3255,3689,literature;signaling
252,4227,complexes;literature
647,2796,literature;signaling
4309,4785,literature
3798,3810,complexes
897,3948,literature
1173,1780,binary;literature
1923,2440,metabolic
1057,3910,complexes;literature
1015,2101,literature;signaling
1920,1922,literature
4325,4480,binary;literature;signaling
933,3098,literature;signaling;kinase
1023,3439,kinase
373,3784,complexes
681,1833,complexes;literature;kinase;signaling;binary
2179,5094,literature;signaling
85,272,signaling
98,721,literature
3792,5475,literature
1015,4482,literature;signaling
2427,4258,literature;signaling
2248,5408,literature;signaling
1006,4885,literature;signaling;kinase
2022,5086,literature
3063,4382,literature;signaling
1009,5224,literature
255,4716,literature
94,1030,literature
3505,3517,literature
2929,3403,metabolic
2231,2652,complexes;literature
3828,3828,literature
847,2161,literature
2496,3856,literature
2988,2988,binary;literature
1972,4256,regulatory
2013,3290,binary;literature
771,771,literature
3395,4449,kinase
3804,4736,complexes
3316,5379,literature;signaling
2451,5556,signaling
2939,5344,complexes
2008,3929,literature
2034,2111,literature;signaling
5220,5220,literature
181,4666,literature
646,901,literature;signaling
4170,4325,literature;signaling
3845,5022,binary;literature;signaling
508,2530,literature;signaling
1571,1974,complexes
2255,5028,literature;signaling
3801,5224,literature
2672,3434,literature;signaling
480,3606,binary
519,1121,literature;signaling
1915,1915,literature
3805,4448,literature
3148,3150,complexes
4192,4469,kinase
1810,4082,literature
176,3322,complexes
3935,5254,complexes
1034,3009,literature;signaling
3813,4994,literature
924,3730,literature
272,3436,literature
757,1780,binary;literature;signaling
171,1205,literature
2543,3119,metabolic
2027,3504,literature
935,954,regulatory
977,5470,literature;signaling
583,5037,literature
1899,2108,metabolic
3435,3700,kinase
1708,1858,literature;signaling
2707,3320,literature;signaling
1023,2035,literature
2032,4401,complexes
928,4142,literature;signaling
1487,3971,metabolic
1616,3614,binary;literature;signaling
762,3697,literature;signaling
240,2722,literature
4492,4956,complexes
4106,4252,regulatory
794,3788,literature
1833,4363,literature
981,4328,literature;signaling
933,3040,literature
1298,4453,literature;signaling
97,1685,complexes
626,3957,literature
3236,5415,literature
3397,4323,literature;signaling;kinase
2385,4754,literature
4324,4491,literature;signaling
2693,5426,literature;signaling
3439,4163,literature;signaling;kinase
543,4120,literature;signaling
3504,3505,complexes;literature;binary
3790,3813,complexes
3439,4780,kinase
1009,3688,complexes;literature
3367,4989,binary;literature
2670,4403,literature
3349,4256,binary;literature;signaling
117,2564,literature
2009,3086,literature
4373,5241,binary
3077,3150,binary
934,1040,regulatory
2372,3428,literature;kinase
222,2428,literature;signaling
3801,3850,literature
1320,1786,literature
2027,2027,literature
2024,2690,literature
2461,5353,literature
2600,4810,binary;literature
2423,4840,literature
4786,5253,complexes
4325,5197,literature
647,4322,literature;signaling;kinase
584,2924,literature
2389,4042,regulatory
1242,5459,literature
3038,3859,literature
895,3709,literature;signaling
282,4334,literature
70,5176,complexes;literature;signaling
695,2171,literature;signaling
5276,5469,literature;signaling
2527,4325,regulatory
3412,4917,complexes;literature;signaling
1015,4325,complexes;literature;signaling
1943,3033,metabolic
2213,3639,literature
4857,4917,complexes
4032,4063,complexes;literature;signaling
2656,2662,complexes
977,3730,literature
4099,5194,binary
4434,4435,metabolic
1833,3483,signaling
5116,5119,literature
745,750,metabolic
1833,2505,kinase
748,754,metabolic
1974,2347,literature
1920,3998,literature
3397,4904,literature;signaling
2826,3877,literature
3255,3725,binary;literature
3262,4762,literature
2111,5519,kinase
156,5416,literature;signaling
3428,4994,literature
376,1820,literature
158,3869,literature;signaling
799,3929,complexes
2186,3578,literature;signaling
2120,4325,literature
637,2432,literature;signaling
47,4994,literature
2028,3730,literature
4085,4449,complexes
3197,3774,regulatory
2449,4928,regulatory
1975,4322,literature
2707,5509,complexes;literature;signaling
3670,4378,complexes;literature
1665,3180,binary;literature
4344,4392,literature;signaling
1523,2188,complexes
2034,4820,binary;literature;signaling
1981,2600,literature
647,3598,literature
2688,3738,literature;signaling
360,2429,binary;literature;signaling
32,2432,literature;signaling
1780,3722,binary;literature
5233,5233,literature
1159,3680,literature;signaling
1519,2427,literature
971,4271,literature;signaling
3395,4446,literature;signaling;kinase
1384,4844,binary
799,1529,complexes
402,4030,literature
480,4827,binary
2102,4481,regulatory
427,5391,signaling
120,1939,complexes
3639,4325,literature;signaling
2173,2173,literature
1288,3790,literature
1478,3807,complexes
1298,2034,literature
462,5518,literature
3060,5381,binary;literature;kinase
2353,4161,literature;signaling
2889,3096,metabolic
867,4781,literature
439,3365,literature;signaling;kinase
4235,5442,binary
882,2251,literature;signaling
1364,2718,literature;signaling
82,1793,complexes;literature;signaling
154,3790,literature
1228,5521,binary
85,165,signaling
1114,4697,binary
4548,4592,literature
1974,3798,complexes
2222,4120,literature;signaling
1194,2002,literature
647,4415,literature;signaling
1832,3515,literature
1369,4958,literature
2633,5560,complexes
795,5253,complexes
2127,3626,literature;signaling
3727,5353,literature;signaling
847,3791,literature
916,1015,literature;signaling
233,2821,literature;signaling
403,4197,binary;signaling
1784,2739,literature
3221,3680,literature;signaling
1109,2356,metabolic
92,4011,literature;signaling
2113,2470,literature
2795,4457,literature
2787,4754,binary;literature;signaling
1780,5056,literature;signaling
876,877,metabolic
109,669,binary;literature;signaling
3007,5071,binary;literature;signaling
373,4786,complexes
1977,4448,literature
2209,4994,literature
1834,4298,literature;signaling
1992,1992,literature
3681,4746,literature
1384,5362,literature;signaling
2629,4981,binary;literature;signaling
7,2287,complexes
2048,2378,literature
3351,3351,literature
795,2765,literature
1830,4152,literature
3099,4242,literature;signaling
4077,4078,complexes;literature;signaling
681,5123,literature;signaling
882,4155,literature;signaling
2665,2666,complexes
393,2690,literature;signaling;kinase
3419,3423,kinase
650,5445,literature;signaling
507,4268,literature;signaling
3827,4771,literature;signaling
1400,5407,complexes
70,647,kinase
4775,5384,complexes;literature
1199,5174,complexes
1015,2522,literature;signaling
2690,4564,literature
1417,5065,literature;signaling
701,4911,literature
1054,2855,literature
3621,4286,literature;signaling
1780,4082,binary;literature
2969,4142,literature;signaling;kinase
1623,4945,literature;signaling;kinase
1141,1194,complexes
4142,4759,kinase
3962,5029,signaling
2197,4838,literature;signaling
4290,4548,signaling
757,1891,signaling
2177,4857,literature;signaling
11,2416,literature
240,5465,literature
14,14,literature
2416,3746,literature;signaling
1192,4495,complexes
1482,2852,literature
2426,3472,literature;signaling
3088,4999,metabolic
502,2533,literature;signaling
973,4142,kinase
684,2223,literature;signaling
1581,1983,binary;literature;signaling
1715,1716,literature
3784,4325,literature
403,3640,binary;literature;signaling
1644,3437,metabolic
1180,2714,metabolic
1501,5489,literature;signaling
1105,3845,binary;literature;signaling
2182,3578,literature;signaling
1015,3744,literature;signaling
2178,2423,literature
2934,3403,metabolic
1161,2777,metabolic
2600,3148,literature
748,2169,metabolic
10,1001,literature
1482,3787,literature
1326,5506,complexes
285,1832,binary
3063,3895,binary;literature
4213,4380,signaling
1546,1962,regulatory
3618,4714,literature
4142,5093,literature;signaling;kinase
2494,3636,binary;literature;signaling
1886,4107,metabolic
3746,3814,literature
1001,5277,literature
757,2035,literature
2890,4810,literature
3194,3825,binary;literature;signaling
1833,3674,signaling
1001,1935,literature
636,1529,binary
635,5208,literature;signaling
4615,4871,binary
52,4673,literature
1887,2942,metabolic
2600,4492,literature;signaling
4142,4165,literature;signaling;kinase
3062,3550,metabolic
60,4760,literature;signaling;kinase
152,3258,binary
3365,4780,kinase
1830,2802,literature
2644,2861,complexes
3434,4163,literature;signaling
1852,2959,metabolic
2222,3730,literature;signaling
3850,4091,literature
2372,4645,complexes;literature
282,2611,literature
2484,5562,literature
2403,2426,literature
1028,2291,literature
1784,1916,literature;signaling;kinase
3271,3327,literature;signaling
2271,2826,literature
1404,1417,binary;literature
3787,5505,literature
795,2161,complexes
1323,2161,complexes
1141,5253,complexes
3572,5071,literature;signaling;kinase
686,5562,literature;signaling
4120,4255,literature;signaling
101,2375,literature;signaling
1404,1782,literature
1180,5431,metabolic
4593,5407,literature
3639,4574,literature
4142,4225,regulatory;literature;signaling
4831,4831,literature
1492,5285,literature;signaling
799,1981,complexes;literature
1574,4072,literature
158,3434,literature;signaling;kinase
837,4669,metabolic
3428,3730,literature
292,2600,literature
85,4404,literature
497,3464,literature;signaling
152,4081,binary
2471,5559,literature
2305,2492,binary
3153,3428,kinase
3561,4678,metabolic
2600,2827,literature
933,1734,literature
1569,3839,binary;literature;signaling
127,1030,literature
2644,2662,complexes
1109,3871,metabolic
69,2659,kinase
1929,1929,binary;literature
680,838,literature;signaling
2976,2976,literature
3670,5497,literature
2796,5392,literature;signaling
1878,4612,binary
2035,3444,kinase
981,1326,signaling
725,2890,literature
2111,4377,literature
1554,4978,binary
2997,4328,literature
495,1032,literature
598,1367,literature;signaling
1239,1799,literature;signaling
2119,2307,literature
3921,4453,literature
3465,3465,literature
4193,4193,binary;literature
2423,4716,literature
954,4439,literature
1932,2492,binary
5400,5554,complexes;literature
3698,4517,literature;signaling
39,152,binary
1345,3808,literature
1141,2163,literature
1976,4793,literature
4898,5360,complexes;literature
933,4295,literature
3789,4237,complexes
997,1546,regulatory
2478,3804,binary;literature
1920,4640,complexes
1000,5269,literature
2307,2377,literature
3289,4325,literature
1134,3707,literature;signaling
1886,4243,metabolic
795,5289,literature
1981,4098,complexes
4826,4826,binary;literature
214,2952,metabolic
460,3727,kinase
2652,2657,complexes
2845,5538,complexes
198,3794,complexes;literature
2482,2482,literature
3805,5207,literature
1226,4716,literature
85,3434,kinase
852,1875,metabolic
2488,5099,kinase
948,3876,literature;signaling
1367,4142,literature;signaling;kinase
2126,3407,kinase
2116,2116,literature
65,756,kinase
2178,3439,literature;signaling
4110,5316,signaling
2113,2714,metabolic
337,2867,complexes
2675,3191,binary;literature;signaling
1450,3395,literature;signaling;kinase
212,678,literature
1920,5173,literature
3435,4325,literature;signaling;kinase
905,1708,literature;signaling
373,4383,complexes
204,4077,literature
4007,4072,literature;signaling
2101,3612,literature;signaling
449,3197,literature
2996,4069,literature;signaling
158,581,literature;signaling
1830,3801,literature
1932,3876,literature;signaling
123,4167,literature;signaling
157,4491,literature
4921,5224,literature
1561,4735,binary;literature;signaling
3635,5562,literature;signaling
977,1819,literature;signaling
2846,2846,metabolic
479,479,literature
542,3515,literature
2680,4673,literature;signaling
1810,5323,literature;signaling
