Disease1,Disease2,Sim
264,390,0.038709677000000005
264,391,0.032608696
264,392,0.027777778
264,395,0.030927835
264,398,0.085714286
264,399,0.264150943
264,406,0.277227723
264,408,0.077319588
264,412,0.303030303
264,413,0.037735849
264,419,0.07200000000000001
264,428,0.037037037
264,440,0.183673469
264,441,0.031578947
264,443,0.027777778
264,445,0.068640646
264,447,0.264150943
265,14,0.31
265,27,0.34262948200000004
265,38,0.464285714
265,41,0.088235294
265,52,0.023255814
265,58,0.310344828
265,60,0.15789473699999998
265,85,0.264705882
265,99,0.027027027
265,107,0.024706609
265,109,0.464285714
265,110,0.103448276
265,137,0.023876404
265,152,0.139534884
265,157,0.235714286
265,176,0.027027027
265,177,0.03125
265,183,0.255813953
265,192,0.090909091
265,202,0.090909091
265,203,0.214285714
265,212,0.053571429
265,230,0.046511628
265,234,0.024706609
265,237,0.214285714
265,242,0.139534884
265,245,0.03125
265,260,0.193103448
265,273,0.230769231
265,288,0.02764977
265,302,0.107142857
265,305,0.034482759
265,307,0.139534884
265,319,0.02027027
265,330,0.027173913
265,373,0.31
265,376,0.07377049200000001
265,378,0.103448276
265,380,0.35714285700000004
265,391,0.027173913
265,392,0.025
265,395,0.030927835
265,413,0.037735849
265,424,0.024706609
265,425,0.255813953
265,431,0.673469388
265,443,0.025
266,6,0.023188406
266,12,0.16713091900000002
266,19,0.105494505
266,53,0.036697248
266,61,0.18912529600000005
266,62,0.082857143
266,103,0.204603581
266,113,0.036697248
266,117,0.204603581
266,131,0.060070671
266,143,0.043589744000000014
266,174,0.041237113
266,189,0.059347181
266,211,0.07901907400000001
266,225,0.051359517
266,232,0.06779661
266,238,0.095709571
266,240,0.01750547
266,259,0.06116208
266,261,0.188059701
266,262,0.094462541
266,263,0.250783699
266,297,0.042183623
266,298,0.038596491
266,326,0.195571956
266,364,0.06116208
266,387,0.118811881
266,418,0.617910448
266,420,0.4235294120000001
266,452,0.024915062
267,1,0.053968254000000014
267,8,0.059612519
267,9,0.23566879
267,17,0.154639175
267,18,0.088888889
267,21,0.063157895
267,22,0.223300971
267,35,0.14285714300000002
267,37,0.160349854
267,40,0.187301587
267,44,0.071428571
267,45,0.23566879
267,50,0.296703297
267,51,0.13375796199999998
267,54,0.056179775
267,74,0.075471698
267,79,0.104651163
267,83,0.13375796199999998
267,87,0.064102564
267,89,0.053968254000000014
267,94,0.106666667
267,96,0.189944134
267,98,0.064102564
267,100,0.346534653
267,106,0.060913706
267,108,0.083333333
267,118,0.08256880700000001
267,119,0.053968254000000014
267,123,0.099841521
267,125,0.049180328
267,128,0.054545455
267,136,0.333333333
267,140,0.223404255
267,153,0.18877551
267,156,0.07792207799999999
267,158,0.074766355
267,164,0.053968254000000014
267,167,0.064102564
267,172,0.111111111
267,173,0.07792207799999999
267,178,0.14285714300000002
267,180,0.065217391
267,181,0.064102564
267,187,0.104651163
267,188,0.13375796199999998
267,196,0.091954023
267,201,0.14285714300000002
267,205,0.064102564
267,207,0.107692308
267,220,0.055555556
267,222,0.13375796199999998
267,226,0.08510638300000001
267,228,0.048076923
267,236,0.14285714300000002
267,241,0.23
267,243,0.257142857
267,250,0.104651163
267,252,0.104651163
267,253,0.08988764
267,254,0.086021505
267,269,0.333333333
267,270,0.178378378
267,272,0.187301587
267,274,0.07792207799999999
267,283,0.05229794
267,286,0.333333333
267,299,0.102564103
267,300,0.065217391
267,310,0.049180328
267,311,0.221153846
267,312,0.179487179
267,313,0.238095238
267,314,0.34408602200000005
267,319,0.049019608
267,321,0.088888889
267,323,0.205882353
267,332,0.14285714300000002
267,333,0.111111111
267,334,0.20441989
267,337,0.23566879
267,339,0.08988764
267,340,0.2
267,341,0.055555556
267,342,0.057324841
267,344,0.225490196
267,346,0.179487179
267,347,0.23566879
267,349,0.051724138
267,353,0.259615385
267,358,0.053968254000000014
267,367,0.14285714300000002
267,368,0.060301508
267,375,0.08988764
267,385,0.187301587
267,388,0.064102564
267,397,0.057324841
267,402,0.064102564
267,411,0.13375796199999998
267,414,0.053811659000000005
267,417,0.0625
267,422,0.14285714300000002
267,427,0.190184049
267,432,0.13375796199999998
267,434,0.569892473
267,439,0.07792207799999999
267,445,0.059612519
267,446,0.111111111
267,448,0.15044247800000002
267,449,0.333333333
267,451,0.078431373
268,7,0.17073170699999998
268,8,0.014827018
268,15,0.076923077
268,18,0.024390244
268,20,0.105882353
268,26,0.0390625
268,28,0.13725490199999998
268,34,0.02247191
268,36,0.023809524
268,39,0.120274914
268,46,0.130434783
268,52,0.049723757
268,59,0.027522936
268,60,0.077586207
268,67,0.061728395
268,76,0.02247191
268,78,0.063829787
268,82,0.076923077
268,85,0.023529412000000003
268,99,0.059602649
268,104,0.06530612200000001
268,111,0.054545455
268,124,0.054945055
268,135,0.037267081
268,137,0.052083333
268,138,0.051546392
268,150,0.304347826
268,165,0.052264808
268,176,0.059602649
268,177,0.113924051
268,179,0.023809524
268,190,0.085714286
268,194,0.100456621
268,216,0.023809524
268,228,0.177083333
268,231,0.016042781000000002
268,239,0.159090909
268,245,0.113924051
268,247,0.027522936
268,264,0.031578947
268,273,0.06
268,279,0.047368421
268,295,0.209876543
268,308,0.066889632
268,317,0.223880597
268,319,0.04787234
268,320,0.022727273
268,329,0.051546392
268,330,0.08
268,338,0.028846154
268,350,0.060402685
268,360,0.064
268,362,0.017045455
268,365,0.032258065
268,370,0.028037383
268,374,0.075675676
268,377,0.09375
268,386,0.085714286
268,391,0.08
268,392,0.061643836
268,395,0.075
268,399,0.033707865
268,406,0.071428571
268,408,0.01875
268,412,0.026086957
268,413,0.101123596
268,419,0.055555556
268,440,0.061728395
268,441,0.076923077
268,443,0.061643836
268,445,0.014827018
268,447,0.033707865
269,1,0.019920319
269,9,0.36
269,17,0.185185185
269,21,0.037974684
269,22,0.26436781600000003
269,35,0.147540984
269,37,0.254480287
269,40,0.298804781
269,44,0.044117647
269,45,0.36
269,50,0.413333333
269,51,0.168
269,54,0.02739726
269,74,0.055555556
269,79,0.1
269,83,0.168
269,87,0.032258065
269,89,0.019920319
269,96,0.28571428600000004
269,98,0.032258065
269,100,0.282352941
269,118,0.075268817
269,119,0.019920319
269,123,0.125248509
269,125,0.028301887
269,128,0.031914894
269,136,0.483870968
269,140,0.269230769
269,153,0.274390244
269,156,0.049180328
269,164,0.019920319
269,167,0.032258065
269,172,0.139442231
269,173,0.049180328
269,178,0.147540984
269,180,0.039473684
269,181,0.032258065
269,187,0.1
269,188,0.168
269,196,0.070422535
269,201,0.147540984
269,205,0.032258065
269,207,0.12883435599999998
269,220,0.032608696
269,222,0.168
269,228,0.022727273
269,236,0.147540984
269,241,0.321428571
269,243,0.078651685
269,250,0.1
269,252,0.1
269,267,0.333333333
269,270,0.267973856
269,272,0.298804781
269,283,0.017892644
269,286,0.483870968
269,299,0.096774194
269,310,0.01986755
269,311,0.306818182
269,312,0.225806452
269,313,0.352941176
269,314,0.064935065
269,319,0.023255814
269,321,0.067567568
269,323,0.290697674
269,332,0.147540984
269,333,0.139442231
269,334,0.302013423
269,337,0.36
269,339,0.068493151
269,340,0.272727273
269,341,0.032608696
269,342,0.024
269,344,0.313953488
269,346,0.225806452
269,347,0.36
269,349,0.03
269,353,0.079545455
269,358,0.019920319
269,367,0.147540984
269,368,0.035928144
269,385,0.298804781
269,388,0.032258065
269,397,0.024
269,402,0.032258065
269,411,0.168
269,414,0.031413613
269,417,0.0375
269,422,0.147540984
269,427,0.297709924
269,432,0.168
269,434,0.428571429
269,439,0.049180328
269,446,0.139442231
269,448,0.216494845
269,449,0.483870968
270,1,0.029126214
270,9,0.16883116899999998
270,17,0.120418848
270,21,0.042780749000000014
270,22,0.192118227
270,35,0.112582781
270,37,0.31157270000000004
270,40,0.1197411
270,44,0.145454545
270,45,0.324675325
270,50,0.508379888
270,51,0.090909091
270,54,0.034285714
270,74,0.17224880399999998
270,79,0.076923077
270,83,0.090909091
270,87,0.039215686
270,89,0.029126214
270,96,0.130681818
270,98,0.039215686
270,100,0.14572864300000002
270,118,0.060465116
270,119,0.029126214
270,123,0.056542811
270,125,0.033195021
270,128,0.036866359
270,136,0.267973856
270,140,0.189189189
270,153,0.134715026
270,156,0.052980132
270,164,0.029126214
270,167,0.039215686
270,172,0.067961165
270,173,0.052980132
270,178,0.112582781
270,180,0.044198895
270,181,0.039215686
270,187,0.076923077
270,188,0.090909091
270,196,0.210526316
270,201,0.112582781
270,205,0.039215686
270,207,0.072916667
270,220,0.037558685
270,222,0.090909091
270,228,0.029268293
270,236,0.112582781
270,241,0.177664975
270,243,0.062801932
270,250,0.076923077
270,252,0.076923077
270,267,0.178378378
270,269,0.267973856
270,272,0.1197411
270,283,0.027463651
270,286,0.267973856
270,299,0.071895425
270,310,0.027777778
270,311,0.248780488
270,312,0.13725490199999998
270,313,0.272727273
270,314,0.06557377
270,319,0.029850746
270,321,0.203389831
270,323,0.154228856
270,332,0.112582781
270,333,0.067961165
270,334,0.280898876
270,337,0.16883116899999998
270,339,0.205714286
270,340,0.154185022
270,341,0.037558685
270,342,0.032467532
270,344,0.253731343
270,346,0.13725490199999998
270,347,0.16883116899999998
270,349,0.034934498
270,353,0.063414634
270,358,0.029126214
270,367,0.112582781
270,368,0.040816327
270,385,0.1197411
270,388,0.039215686
270,397,0.032467532
270,402,0.039215686
270,411,0.090909091
270,414,0.036363636
270,417,0.042328042
270,422,0.112582781
270,427,0.2
270,432,0.090909091
270,434,0.256830601
270,439,0.052980132
270,446,0.067961165
270,448,0.103139013
270,449,0.267973856
271,2,0.083333333
271,3,0.12371134
271,4,0.15
271,5,0.12244898
271,6,0.132596685
271,10,0.4
271,12,0.042553191
271,13,0.115384615
271,14,0.102272727
271,19,0.025423729
271,26,0.090225564
271,29,0.225
271,38,0.12
271,43,0.12
271,47,0.225
271,53,0.08720930199999999
271,54,0.104651163
271,55,0.162162162
271,61,0.081818182
271,64,0.25
271,65,0.033707865
271,66,0.097826087
271,67,0.325581395
271,69,0.530612245
271,70,0.115384615
271,74,0.08737864099999999
271,75,0.121827411
271,77,0.133086876
271,79,0.108433735
271,80,0.107142857
271,81,0.083333333
271,84,0.112852665
271,86,0.033707865
271,88,0.092307692
271,92,0.060810811
271,97,0.07826087
271,103,0.039215686
271,104,0.094117647
271,107,0.07147862599999999
271,109,0.12
271,112,0.449438202
271,113,0.08720930199999999
271,114,0.146341463
271,116,0.031914894
271,117,0.039215686
271,118,0.08490566
271,122,0.096774194
271,129,0.171428571
271,132,0.113207547
271,146,0.12
271,148,0.109090909
271,149,0.136986301
271,154,0.095744681
271,158,0.173076923
271,160,0.103448276
271,166,0.115384615
271,175,0.037037037
271,184,0.077253219
271,187,0.108433735
271,191,0.125
271,193,0.090909091
271,194,0.104803493
271,202,0.206896552
271,212,0.12
271,214,0.037037037
271,217,0.19047619
271,221,0.088495575
271,223,0.123393316
271,225,0.206896552
271,227,0.143712575
271,232,0.051282051
271,233,0.037037037
271,234,0.07147862599999999
271,235,0.10619469
271,240,0.075949367
271,248,0.115384615
271,250,0.108433735
271,252,0.108433735
271,256,0.130434783
271,258,0.150627615
271,259,0.046511628
271,276,0.363636364
271,278,0.122762148
271,280,0.28571428600000004
271,281,0.378378378
271,291,0.162162162
271,297,0.171428571
271,302,0.12
271,303,0.143712575
271,304,0.033707865
271,306,0.205714286
271,309,0.636363636
271,310,0.101694915
271,315,0.12
271,316,0.346938776
271,324,0.072727273
271,335,0.16097561
271,340,0.08035714299999999
271,344,0.090909091
271,345,0.086538462
271,351,0.077120823
271,352,0.15
271,353,0.089108911
271,355,0.146341463
271,361,0.08411215
271,363,0.449438202
271,368,0.093264249
271,371,0.086538462
271,373,0.102272727
271,376,0.036363636
271,379,0.068965517
271,380,0.12
271,382,0.139534884
271,383,0.071428571
271,390,0.083916084
271,403,0.09375
271,404,0.041343669
271,410,0.117073171
271,414,0.069124424
271,415,0.269662921
271,417,0.096774194
271,421,0.139534884
271,424,0.07147862599999999
271,426,0.12
271,430,0.082949309
271,436,0.143712575
271,440,0.139534884
271,452,0.078516903
271,453,0.115384615
272,1,0.007874016
272,9,0.177865613
272,17,0.119266055
272,21,0.028213166
272,22,0.202279202
272,35,0.109311741
272,37,0.092198582
272,40,0.496062992
272,44,0.032727273
272,45,0.177865613
272,50,0.260726073
272,51,0.08300395299999999
272,54,0.016949153
272,74,0.046831956
272,79,0.067137809
272,83,0.08300395299999999
272,87,0.019920319
272,89,0.007874016
272,96,0.131313131
272,98,0.019920319
272,100,0.148688047
272,118,0.050666667
272,119,0.007874016
272,123,0.041257367
272,125,0.021077283
272,128,0.023746702
272,136,0.298804781
272,140,0.2
272,153,0.135951662
272,156,0.036437247
272,164,0.007874016
272,167,0.019920319
272,172,0.05511811
272,173,0.036437247
272,178,0.109311741
272,180,0.029315961
272,181,0.019920319
272,187,0.067137809
272,188,0.08300395299999999
272,196,0.059233449
272,201,0.109311741
272,205,0.019920319
272,207,0.063829787
272,220,0.02425876
272,222,0.08300395299999999
272,228,0.014084507
272,236,0.109311741
272,241,0.185840708
272,243,0.052924791
272,250,0.067137809
272,252,0.067137809
272,267,0.187301587
272,269,0.298804781
272,270,0.1197411
272,283,0.00589391
272,286,0.298804781
272,299,0.059760956
272,310,0.009836066
272,311,0.17746478899999998
272,312,0.139442231
272,313,0.185454545
272,314,0.054662379
272,319,0.014409222
272,321,0.056856187
272,323,0.158501441
272,332,0.109311741
272,333,0.05511811
272,334,0.255813953
272,337,0.177865613
272,339,0.057627119
272,340,0.278195489
272,341,0.02425876
272,342,0.011857708
272,344,0.181556196
272,346,0.139442231
272,347,0.177865613
272,349,0.022332506
272,353,0.053521127
272,358,0.007874016
272,367,0.109311741
272,368,0.026706231
272,385,0.118110236
272,388,0.019920319
272,397,0.011857708
272,402,0.019920319
272,411,0.08300395299999999
272,414,0.023376623
272,417,0.027863777000000003
272,422,0.109311741
272,427,0.124528302
272,432,0.08300395299999999
272,434,0.279742765
272,439,0.036437247
272,446,0.05511811
272,448,0.099744246
272,449,0.298804781
273,7,0.057692308
273,8,0.011494253
273,14,0.05714285700000001
273,15,0.06
273,18,0.019230769
273,20,0.08411215
273,26,0.033333333
273,27,0.103448276
273,28,0.045685279
273,30,0.021276596
273,34,0.018018018
273,36,0.018867925
273,38,0.076923077
273,39,0.039577836
273,41,0.056074766
273,46,0.098901099
273,52,0.373333333
273,56,0.012987013
273,58,0.326086957
273,59,0.022900763
273,60,0.108695652
273,67,0.048543689
273,68,0.16853932600000002
273,71,0.021276596
273,76,0.018018018
273,77,0.024630542
273,78,0.048648649
273,82,0.06
273,85,0.299065421
273,99,0.123076923
273,102,0.16853932600000002
273,104,0.055363322
273,107,0.014125956
273,109,0.076923077
273,110,0.065217391
273,111,0.043062201
273,118,0.243902439
273,124,0.044247788
273,135,0.029268293
273,137,0.051861702
273,138,0.042016807
273,150,0.098901099
273,152,0.098901099
273,157,0.08275862099999999
273,160,0.048076923
273,163,0.013574661000000002
273,165,0.04
273,170,0.015706806
273,176,0.123076923
273,177,0.108910891
273,179,0.018867925
273,183,0.230769231
273,189,0.014218008999999997
273,190,0.326086957
273,192,0.057692308
273,194,0.08365019
273,202,0.057692308
273,203,0.16853932600000002
273,204,0.02
273,212,0.042735043
273,216,0.018867925
273,224,0.052631579000000005
273,228,0.07627118599999999
273,230,0.032967033
273,231,0.012987013
273,234,0.014125956
273,237,0.16853932600000002
273,239,0.054545455
273,242,0.098901099
273,245,0.108910891
273,247,0.022900763
273,249,0.015075377
273,253,0.029126214
273,254,0.028037383
273,257,0.092783505
273,260,0.052747253
273,261,0.085714286
273,262,0.06122449
273,264,0.025641026
273,265,0.230769231
273,268,0.06
273,279,0.038461538
273,288,0.017621145
273,295,0.08737864099999999
273,300,0.28301886800000003
273,302,0.094017094
273,305,0.02173913
273,307,0.098901099
273,308,0.051679587
273,317,0.16853932600000002
273,319,0.049568966
273,320,0.018181818
273,322,0.018867925
273,329,0.039577836
273,330,0.077319588
273,338,0.023809524
273,343,0.148514851
273,350,0.046632124
273,356,0.222222222
273,359,0.015706806
273,360,0.051835853
273,361,0.241935484
273,362,0.013636364
273,365,0.026086957
273,369,0.060606061
273,370,0.023255814
273,372,0.090909091
273,373,0.05714285700000001
273,374,0.061135371
273,376,0.047244094
273,377,0.279661017
273,378,0.065217391
273,380,0.076923077
273,386,0.065217391
273,389,0.021276596
273,391,0.077319588
273,392,0.060526316
273,393,0.02020202
273,395,0.156862745
273,399,0.027027027
273,401,0.021276596
273,406,0.056603774
273,408,0.014705882
273,409,0.021276596
273,412,0.02189781
273,413,0.216216216
273,419,0.046153846
273,424,0.014125956
273,425,0.230769231
273,428,0.053097345
273,431,0.32038835
273,440,0.048543689
273,441,0.06
273,443,0.060526316
273,444,0.011417058
273,445,0.011494253
273,447,0.027027027
274,8,0.134579439
274,18,0.246575342
274,94,0.103448276
274,100,0.107142857
274,106,0.147239264
274,108,0.075949367
274,158,0.2
274,226,0.181818182
274,243,0.13636363599999998
274,253,0.083333333
274,254,0.078947368
274,267,0.07792207799999999
274,300,0.16
274,314,0.078947368
274,353,0.137931034
274,375,0.583333333
274,434,0.078947368
274,445,0.134579439
274,451,0.164705882
275,0,0.063157895
275,11,0.037037037
275,16,0.15625
275,19,0.153846154
275,21,0.098901099
275,25,0.035294118
275,27,0.213333333
275,48,0.081081081
275,52,0.047619048
275,59,0.159292035
275,60,0.05
275,97,0.043859649
275,99,0.056603774
275,103,0.237623762
275,104,0.015810277
275,106,0.19047619
275,108,0.054347826
275,117,0.237623762
275,122,0.065217391
275,124,0.094736842
275,125,0.06779661
275,128,0.018867925
275,130,0.266666667
275,134,0.537313433
275,137,0.054276316
275,138,0.02970297
275,157,0.047244094
275,158,0.048543689
275,159,0.08219178099999999
275,161,0.184615385
275,162,0.020134228
275,169,0.1875
275,176,0.056603774
275,177,0.060240964
275,180,0.022727273
275,186,0.176470588
275,191,0.052631579000000005
275,192,0.279069767
275,198,0.070422535
275,207,0.021390374
275,216,0.034090909
275,218,0.338028169
275,220,0.134615385
275,226,0.055555556
275,231,0.020512821
275,235,0.133928571
275,239,0.032608696
275,245,0.060240964
275,246,0.025
275,264,0.03030303
275,276,0.055045872
275,284,0.224299065
275,287,0.022222222000000003
275,288,0.188481675
275,318,0.025641026
275,319,0.043367347
275,324,0.10989011
275,330,0.056962025
275,335,0.049261084
275,341,0.134615385
275,365,0.051546392
275,376,0.055045872
275,377,0.05
275,382,0.282352941
275,383,0.289156627
275,390,0.105633803
275,391,0.056962025
275,392,0.055194805
275,394,0.282352941
275,395,0.05952381
275,398,0.020134228
275,404,0.187989556
275,412,0.025210084
275,413,0.064516129
275,421,0.282352941
275,423,0.179104478
275,428,0.094736842
275,443,0.055194805
275,451,0.051020408
276,2,0.063829787
276,3,0.100840336
276,4,0.117647059
276,5,0.3666666670000001
276,6,0.106666667
276,10,0.327868852
276,12,0.034482759
276,13,0.09
276,14,0.081818182
276,16,0.025210084
276,19,0.05
276,26,0.077419355
276,27,0.044280443
276,29,0.176470588
276,38,0.098360656
276,43,0.092783505
276,47,0.176470588
276,52,0.021276596
276,53,0.06944444400000001
276,54,0.083333333
276,55,0.125
276,59,0.029411765
276,60,0.027972028
276,61,0.06818181799999999
276,64,0.191489362
276,65,0.027027027
276,66,0.078947368
276,67,0.111111111
276,69,0.333333333
276,70,0.09
276,74,0.07200000000000001
276,75,0.099585062
276,77,0.114467409
276,79,0.085714286
276,80,0.089552239
276,81,0.063829787
276,84,0.08845208800000001
276,86,0.027027027
276,88,0.078947368
276,92,0.052941176
276,97,0.218978102
276,99,0.024390244
276,103,0.08064516099999999
276,104,0.080267559
276,106,0.034042553
276,107,0.057335582
276,108,0.182608696
276,109,0.098360656
276,112,0.27027027
276,113,0.06944444400000001
276,114,0.115384615
276,116,0.025862069
276,117,0.08064516099999999
276,118,0.0703125
276,122,0.391304348
276,125,0.042553191
276,129,0.141732283
276,130,0.053097345
276,132,0.09375
276,134,0.111111111
276,137,0.021464646
276,146,0.092783505
276,148,0.08612440199999999
276,149,0.114068441
276,154,0.077586207
276,157,0.08
276,158,0.14285714300000002
276,159,0.291666667
276,160,0.08256880700000001
276,161,0.033195021
276,166,0.09
276,169,0.029126214
276,175,0.029126214
276,176,0.024390244
276,177,0.028301887
276,184,0.061714285999999986
276,187,0.085714286
276,191,0.279661017
276,192,0.055045872
276,193,0.074380165
276,194,0.08791208800000001
276,202,0.165137615
276,212,0.098360656
276,214,0.029126214
276,217,0.154506438
276,218,0.063829787
276,221,0.070257611
276,223,0.100628931
276,225,0.165137615
276,226,0.185840708
276,227,0.113744076
276,232,0.04
276,233,0.029126214
276,234,0.057335582
276,235,0.111111111
276,240,0.06405694
276,245,0.028301887
276,248,0.09
276,250,0.085714286
276,252,0.085714286
276,256,0.105263158
276,258,0.12720848099999998
276,259,0.037037037
276,271,0.363636364
276,275,0.055045872
276,278,0.100208768
276,280,0.226415094
276,281,0.125
276,284,0.046153846
276,288,0.033755274
276,291,0.125
276,297,0.141732283
276,302,0.098360656
276,303,0.113744076
276,304,0.027027027
276,306,0.16438356199999998
276,309,0.363636364
276,310,0.081447964
276,315,0.092783505
276,316,0.15
276,319,0.018595041
276,324,0.062695925
276,330,0.024509804
276,335,0.277108434
276,340,0.067164179
276,344,0.074380165
276,345,0.071428571
276,351,0.062893082
276,352,0.117647059
276,353,0.073170732
276,355,0.115384615
276,361,0.069767442
276,363,0.27027027
276,368,0.075949367
276,371,0.071428571
276,373,0.081818182
276,376,0.060606061
276,377,0.024390244
276,379,0.057971014
276,380,0.098360656
276,382,0.166666667
276,383,0.113207547
276,390,0.072727273
276,391,0.024509804
276,392,0.0225
276,394,0.055555556
276,395,0.028037383
276,403,0.07627118599999999
276,404,0.067368421
276,410,0.096385542
276,413,0.034482759
276,414,0.057471264
276,415,0.231511254
276,417,0.07826087
276,421,0.166666667
276,423,0.111111111
276,424,0.057335582
276,426,0.092783505
276,430,0.068965517
276,436,0.113744076
276,440,0.111111111
276,443,0.0225
276,451,0.173553719
276,452,0.065873742
276,453,0.095238095
277,0,0.147058824
277,6,0.025906736
277,16,0.038834951
277,26,0.100719424
277,30,0.048192771
277,31,0.136094675
277,53,0.032608696
277,56,0.029325513
277,59,0.116666667
277,62,0.099744246
277,66,0.102040816
277,71,0.048192771
277,73,0.037037037
277,77,0.166371681
277,80,0.237288136
277,88,0.382352941
277,90,0.048780488
277,92,0.084415584
277,95,0.224137931
277,105,0.272727273
277,107,0.08864084
277,113,0.032608696
277,126,0.14
277,132,0.214285714
277,139,0.135135135
277,141,0.042553191
277,142,0.125
277,149,0.0995671
277,155,0.115577889
277,161,0.110047847
277,169,0.045977011
277,170,0.035502959
277,171,0.12849162
277,174,0.036144578
277,179,0.231578947
277,182,0.185185185
277,184,0.095046854
277,185,0.135135135
277,189,0.031746032
277,193,0.028571429
277,195,0.076923077
277,200,0.076923077
277,204,0.08988764
277,208,0.12849162
277,219,0.05
277,221,0.107438017
277,223,0.094430993
277,234,0.08864084
277,235,0.109243697
277,240,0.092369478
277,249,0.033898305
277,251,0.119266055
277,278,0.180722892
277,290,0.22
277,293,0.076923077
277,296,0.076923077
277,306,0.122994652
277,322,0.042105263
277,324,0.080139373
277,325,0.195652174
277,338,0.1
277,348,0.05
277,349,0.088235294
277,351,0.094430993
277,357,0.162162162
277,359,0.035502959
277,360,0.093078759
277,364,0.043478261
277,366,0.113702624
277,376,0.025862069
277,381,0.06097561
277,387,0.069767442
277,389,0.048192771
277,390,0.17449664399999998
277,401,0.048192771
277,405,0.076923077
277,409,0.048192771
277,424,0.08864084
277,429,0.448275862
277,430,0.100436681
277,435,0.11641791
277,437,0.076923077
277,438,0.073170732
277,442,0.041450777
277,444,0.025894897000000004
277,450,0.047619048
277,453,0.236363636
278,0,0.092198582
278,2,0.073394495
278,4,0.133704735
278,6,0.144638404
278,10,0.109339408
278,12,0.038554217
278,13,0.102564103
278,14,0.092071611
278,16,0.037470726
278,26,0.294220665
278,30,0.04610951
278,31,0.07082153
278,38,0.109339408
278,53,0.109660574
278,56,0.028089888
278,59,0.113131313
278,61,0.075156576
278,62,0.044334975
278,64,0.220183486
278,65,0.030379747
278,66,0.304668305
278,69,0.11136891
278,70,0.102564103
278,71,0.04610951
278,75,0.110854503
278,77,0.167241379
278,80,0.383983573
278,84,0.100558659
278,86,0.030379747
278,88,0.334525939
278,92,0.182250396
278,95,0.173277662
278,104,0.087431694
278,107,0.096651927
278,109,0.109339408
278,112,0.091139241
278,113,0.109660574
278,116,0.028915663
278,126,0.096385542
278,129,0.156862745
278,132,0.403887689
278,141,0.040920716
278,142,0.098507463
278,149,0.1278826
278,154,0.08674698800000001
278,155,0.060532688
278,158,0.158241758
278,161,0.057736721
278,166,0.102564103
278,169,0.044077135
278,170,0.033994334
278,171,0.335120643
278,174,0.034582133
278,175,0.033057851
278,179,0.169620253
278,182,0.433628319
278,184,0.106821107
278,189,0.030534351
278,193,0.110344828
278,194,0.096579477
278,200,0.073394495
278,202,0.186046512
278,204,0.067385445
278,208,0.335120643
278,214,0.033057851
278,217,0.17266187100000002
278,219,0.047761194000000014
278,221,0.126984127
278,223,0.154205607
278,225,0.186046512
278,227,0.128686327
278,233,0.033057851
278,234,0.096651927
278,235,0.063136456
278,240,0.118908382
278,248,0.102564103
278,249,0.032520325
278,251,0.052631579000000005
278,256,0.117936118
278,258,0.13926499
278,271,0.122762148
278,276,0.100208768
278,277,0.180722892
278,280,0.064
278,290,0.161445783
278,291,0.143283582
278,297,0.156862745
278,302,0.109339408
278,303,0.128686327
278,304,0.030379747
278,306,0.4035989720000001
278,309,0.122762148
278,316,0.055684455
278,322,0.040506329
278,324,0.110356537
278,325,0.133159269
278,335,0.080178174
278,338,0.052631579000000005
278,345,0.079120879
278,349,0.042769857
278,351,0.112149533
278,352,0.133704735
278,357,0.1416122
278,359,0.033994334
278,360,0.041474654
278,361,0.077087794
278,363,0.091139241
278,364,0.041775457
278,366,0.35195530700000005
278,371,0.079120879
278,373,0.092071611
278,376,0.058455115
278,379,0.031809145
278,380,0.109339408
278,381,0.029154519
278,387,0.066852368
278,389,0.04610951
278,390,0.319148936
278,401,0.04610951
278,403,0.08510638300000001
278,409,0.04610951
278,410,0.106904232
278,415,0.08376963400000001
278,424,0.096651927
278,429,0.15657620000000005
278,430,0.128964059
278,435,0.051428571
278,436,0.128686327
278,438,0.034985423
278,444,0.024763292000000003
278,450,0.045584046
278,452,0.072361809
278,453,0.428571429
279,7,0.045454545
279,8,0.020188425
279,15,0.236842105
279,18,0.045454545
279,20,0.073529412
279,26,0.031034483
279,28,0.032085561
279,33,0.19895288
279,34,0.367924528
279,36,0.044554455
279,39,0.025069638
279,42,0.122905028
279,46,0.08720930199999999
279,49,0.212290503
279,52,0.027906977000000003
279,59,0.043650794000000014
279,60,0.056390977
279,63,0.271428571
279,67,0.045918367
279,72,0.114130435
279,75,0.171945701
279,76,0.16981132100000002
279,78,0.354285714
279,82,0.110526316
279,84,0.155313351
279,85,0.044117647
279,96,0.015228426000000003
279,99,0.032432432000000004
279,104,0.086021505
279,111,0.070351759
279,124,0.319444444
279,125,0.015267176
279,129,0.243589744
279,135,0.061538462
279,137,0.025280899
279,138,0.302631579
279,140,0.04368932
279,145,0.051724138
279,148,0.031746032
279,150,0.08720930199999999
279,165,0.025352113
279,176,0.032432432000000004
279,177,0.078125
279,179,0.044554455
279,190,0.051724138
279,194,0.462450593
279,216,0.044554455
279,227,0.19895288
279,228,0.066371681
279,231,0.027149321
279,239,0.042857143
279,241,0.018348624
279,245,0.078125
279,247,0.166666667
279,258,0.053231939000000006
279,264,0.066964286
279,268,0.047368421
279,273,0.038461538
279,285,0.181818182
279,295,0.076530612
279,303,0.19895288
279,308,0.0626703
279,311,0.017699115
